FID,UID,POI_ID,NAME,UNIT_SUITE,ADDRESS,DELIV_MODE,CITY,MUNICIPAL,PROV,POST_CODE,LOCATION,PHONE,FAX,TOLL_FREE,WEBSITE,CAF,EPOI_TYPE,SIC_1,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,NAICS_1,NAICS_2,NAICS_3,NAICS_4,NAICS_5,SIC_MJ_GRP,SIC_DIV,LONGITUDE,LATITUDE,PREC_CODE,ATTRIBCODE,STATUS,COMM_NAME,GRP_IND,ELEVATION,ACCURACY,ACQ_TECH,x,y
2568,786CD96E-43F5-4587-B1F4-01D409C9278D,POI3053926,IKKAYUKTAUVIK BUSINESS SERVICES, ,PO BOX 541, ,RANKIN INLET,RANKIN INLET,NU,X0C0G0, ,867-645-3377, , , , , ,72910000,87210000,00000000,00000000,00000000,00000000,541213,541219,541611,561439,00000,72,I,-92.122869,62.829088,8,2, , , ,11.998,-1,12,-92.1228689999044,62.8290880001112
2569,171655F9-47E4-47AD-9ED4-B3AC9E66C991,POI3053935,NUNAGA TAXI, , , ,IQALUIT,IQALUIT,NU, , ,867-979-1999, , , , , ,41210000,00000000,00000000,00000000,00000000,00000000,48531,00000,00000,00000,00000,41,E,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
2570,AABAD70F-FD8E-4BC1-9E2B-CFD28E06C7AF,POI3053938,ANSWERING SERVICE, ,11 CORONATION DR, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-3755, , , ,ADD837368, ,73890000,89990000,00000000,00000000,00000000,00000000,561421,514199,00000,00000,00000,73,I,-114.412107,62.429184,2,2, , , ,179.992,25,6,-114.412107000438,62.4291839999417
2571,D96DF7BA-C7A4-4D02-99C8-D85382133079,POI3053939,INUIT BROADCASTING CORP - OFFICE, ,GENERAL DELIVERY, ,TALOYOAK,TALOYOAK,NU,X0B1B0, ,867-561-6250,867-561-6218,800-267-8322, , , ,48330000,00000000,00000000,00000000,00000000,00000000,51312,00000,00000,00000,00000,48,E,-93.524968,69.537378,8,2, , , ,11.527,-1,12,-93.5249680003729,69.5373780002946
2572,AC1665BC-99CF-4322-BB57-184D4CB23C9E,POI3053940,TELEVISION NORTHERN CANADA, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-669-7299, , , , , ,48330000,00000000,00000000,00000000,00000000,00000000,51312,00000,00000,00000,00000,48,E,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2573,53A71671-9259-4B4C-87F8-BF03B9DDD575,POI3053941,ABORIGINAL PEOPLES TELEVISION NETWORK, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-2862,867-873-3786, , , , ,48330000,00000000,00000000,00000000,00000000,00000000,51312,92115,00000,00000,00000,48,E,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2574,C179C5CF-E002-4EE0-84B6-E66B8CB3CF1F,POI3053942,ASTRO THEATRE & CONFERENCE CENTRE - OFC, ,OFC, ,IQALUIT,IQALUIT,NU, , ,867-979-3501, , , , , ,79220000,00000000,00000000,00000000,00000000,00000000,71131,53112,00000,00000,00000,79,I,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
2575,0E31AF31-CEB7-42A6-BD0F-53C26B4D4E02,POI3053944,RIVERVIEW CINEPLEX, , , ,HAY RIVER,HAY RIVER,NT, , ,867-874-3542, , , , , ,79220000,78320000,00000000,00000000,00000000,00000000,71131,512131,00000,00000,00000,79,I,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
2576,C67C73A2-77CF-4D2F-AD19-8C31B5406C43,POI3053946,BRABANT LODGE, , , ,HAY RIVER,HAY RIVER,NT, , ,867-874-2600, , , , , ,79990000,00000000,00000000,00000000,00000000,00000000,71399,00000,00000,00000,00000,79,I,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
2577,2685A0BD-FBAF-47BA-8DBC-247D3EAB7E54,POI3053949,YELLOWKNIFE CITY TOWING, ,4903 41 ST, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A3C9, ,867-669-9512, , , , , ,75490000,00000000,00000000,00000000,00000000,00000000,48841,00000,00000,00000,00000,75,I,-114.3596331,62.4600679,2,2, , , ,166.83,25,6,-114.359633099588,62.4600678998138
2578,2548DE62-AD75-46B1-AE55-FECB1AB3E024,POI3053952,TUKILIK TRANSLATION SERVICES, ,PO BOX 832, ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2N6, ,867-920-4984,867-669-9817, , , , ,73890000,00000000,00000000,00000000,00000000,00000000,54193,00000,00000,00000,00000,73,I,-114.371073,62.454585,6,2, , , ,189.989,-1,12,-114.371073000319,62.4545850003975
2579,D3048EE1-9DD6-4F72-95CD-A5997DD4FDA9,POI3053953,NUNAVUT EASTERN ARCTIC SHIPPING (NEAS), , , ,IQALUIT,IQALUIT,NU, , ,867-979-7974,867-979-7975, , , , ,42310000,00000000,00000000,00000000,00000000,00000000,48849,00000,00000,00000,00000,42,E,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
2580,18C5B223-56EB-4664-90D6-5AC2D6D59747,POI3053954,NORTHWEST TRANSPORT LTD, ,15 INDUSTRIAL DR, ,HAY RIVER,HAY RIVER,NT,X0E0R6, ,867-874-3946, , , ,ADD1218932, ,42310000,00000000,00000000,00000000,00000000,00000000,48849,00000,00000,00000,00000,42,E,-115.7928525,60.8099251,5,2, , , ,159.995,50,5,-115.792852456875,60.8099250817772
2581,E1E435B2-2017-49F0-A481-4580094DD977,POI3053955,NUNAVUT SEALINK & SUPPLY (NSSI), , , ,IQALUIT,IQALUIT,NU, , ,867-979-3799, , , , , ,42310000,00000000,00000000,00000000,00000000,00000000,48849,00000,00000,00000,00000,42,E,-68.516967,63.746693,8,2, , , ,10.118,-1,12,-68.5169669997272,63.7466929998821
2582,865CA77D-5382-47A2-982C-CBCE4A249D17,POI3053959,DICKSON'S TRUCKING, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-873-1754, , , , , ,42120000,00000000,00000000,00000000,00000000,00000000,48411,00000,00000,00000,00000,42,E,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2583,AB449285-8005-4160-956A-FA6CFCA036B2,POI3053960,KETE WHII LTD, ,901 SIKYEA TILI ST, ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-766-2596, , , , , ,42120000,00000000,00000000,00000000,00000000,00000000,48411,00000,00000,00000,00000,42,E,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2584,D366AD00-88DD-48EB-8C1C-60E8785BB608,POI3053964,COVER ALL UPHOLSTERY, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-920-4688, , , , , ,76410000,00000000,00000000,00000000,00000000,00000000,81142,00000,00000,00000,00000,76,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2585,F2CADEE1-642B-48CF-9170-2A110670F3C8,POI3053973,MILLIGAN MEDIAWORKS, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-669-9953, , , , , ,78190000,00000000,00000000,00000000,00000000,00000000,334612,00000,00000,00000,00000,78,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2586,ABE5615F-AE7C-404D-A638-582063A2C6C1,POI3053974,WESTERN ARCTIC MOVING PICTURES, , , ,YELLOWKNIFE,YELLOWKNIFE,NT, , ,867-766-2586, , , , , ,78190000,00000000,00000000,00000000,00000000,00000000,334612,00000,00000,00000,00000,78,I,-114.376469,62.454648,8,2, , , ,186.99,-1,12,-114.376469000044,62.4546479997055
2587,8A0329FC-431A-4B31-9A3E-4275AFBD05C8,POI3053976,NORTHWEST WATER CO, ,67 KINGMINGYA RD, ,INUVIK,INUVIK,NT,X0E0T0, ,867-777-4691,867-777-4691, , , , ,54990000,50780000,00000000,00000000,00000000,00000000,445299,42174,00000,00000,00000,54,G,-133.732751,68.360782,2,2, , , ,12.029,25,6,-133.732751000158,68.3607820000893
2588,C154F011-4F15-43A8-8EAC-090070957230,POI3053981,CRISIS LINE, , , ,HAY RIVER,HAY RIVER,NT, , ,867-874-6626, , , , , ,94410000,83220000,00000000,00000000,00000000,00000000,92313,62419,00000,00000,00000,94,J,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
2589,3AD1CE45-4F48-4773-9578-15205A2D99FF,POI3053982,FAMILY SUPPORT CENTRE, , , ,HAY RIVER,HAY RIVER,NT, , ,867-874-3311,867-874-3252, , , , ,94410000,00000000,00000000,00000000,00000000,00000000,92313,00000,00000,00000,00000,94,J,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
2590,88A90440-9D6F-422B-B830-3ECF4C29E516,POI3053983,STATUS OF WOMEN COUNCIL OF THE NWT, , , ,YELLOWKNIFE,YELLOWKNIFE,NT,X1A2L9, ,867-920-6177, , ,http://www.statusofwomen.nt.ca, , ,94410000,00000000,00000000,00000000,00000000,00000000,92313,00000,00000,00000,00000,94,J,-114.371073,62.454585,6,2, , , ,189.989,-1,12,-114.371073000319,62.4545850003975
2591,79F5641C-0732-4B61-B93F-08E535E3C427,POI3053988,HAY RIVER COMMUNITY YOUTH CENTER, ,65 A WOODLAND DR, ,HAY RIVER,HAY RIVER,NT,X0E0R8, ,867-874-3953, , , , , ,83220000,00000000,00000000,00000000,00000000,00000000,62411,00000,00000,00000,00000,83,I,-115.779646,60.824059,8,2, , , ,160.215,-1,12,-115.779645999863,60.8240589997231
2592,0AF7C51B-D30A-4D13-968E-824DA1DCE27F,POI3056181,BLUE KENNELS, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-633-2219, , , , , ,79990000,79970000,00000000,00000000,00000000,00000000,71399,00000,00000,00000,00000,79,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2593,F9902117-53A4-4D2D-B391-3A68C99952B8,POI3056182,TOOKAHLOOK ADVENTURES, ,PO BOX 31737, ,WHITEHORSE,WHITEHORSE,YT,Y1A6L3, ,867-668-6788, , ,http://www.tookahlook.com, , ,79990000,79970000,41190000,09710000,00000000,00000000,71399,532292,48711,11421,00000,79,I,-135.090379,60.70749,6,2, , , ,735.229,-1,12,-135.090379000291,60.7074900002634
2594,142CE049-743B-4B4F-BA77-CBB07A854A93,POI3056192,NORTHERN ROCKIES AIR CHARTER LTD, ,123 THOMPSON RD FLOAT DOCK, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-2364,867-536-2364, , , , ,73590000,79990000,00000000,00000000,00000000,00000000,532411,71399,00000,00000,00000,73,I,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
2595,EEF1DAC6-CDFC-466C-8AAF-24600ACBC8BF,POI3056195,GEHMAIR AIRCRAFT MAINTENANCE, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-393-3513,867-668-7460, , , , ,45810000,00000000,00000000,00000000,00000000,00000000,48819,00000,00000,00000,00000,45,E,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2596,F3A05522-013F-4DA9-BB77-5FC8278A0566,POI3056197,WHITEHORSE TAXI, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-393-6543, , , , , ,41110000,41210000,00000000,00000000,00000000,00000000,48531,00000,00000,00000,00000,41,E,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2597,B8861131-5F6C-429F-A1F0-2D409FCCDCF2,POI3056198,TOWN OF FARO, , , ,FARO,FARO,YT, , ,867-994-2791, , , , , ,45810000,00000000,00000000,00000000,00000000,00000000,71399,00000,00000,00000,00000,45,E,-133.356161,62.231558,8,2, , , ,708.612,-1,12,-133.35616100043,62.2315580001017
2598,380D4303-C9A3-4EDD-8B3C-E5EDBB6088BC,POI3056205,F S C ARCHITECTS & ENGINEERS, ,107 MAIN ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2A7, ,867-633-2400,867-633-2481, ,http://www.fsc.ca,ADD805623, ,87120000,87110000,89990000,00000000,00000000,00000000,54131,54133,54162,00000,00000,87,I,-135.051458,60.71962,1,2, , , ,640.02,25,6,-135.051457999587,60.7196200002629
2599,1C69C4FD-3F6F-41D6-AFF6-30B6F06A2CA6,POI3056209,YUKON FILM SOCIETY, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-393-3456, , , , , ,51990000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,51,F,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2600,C46398B4-6B1E-444B-A26D-91DF9428812A,POI3056211,CANADIAN DIABETES ASSOCIATION/WHITEHORSE BRANCH, ,211 MAIN ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2B2, ,867-393-2329, , , ,ADD889376, ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-135.05369,60.719205,1,2, , , ,640.02,25,6,-135.053689999993,60.7192050000108
2601,6D06D11A-FE82-457D-9C72-CDA3C0DF6BE9,POI3056213,HOSPITALITY HOUSE SOCIETY, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-633-2482, , , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2602,E91B72C8-2F81-4063-A9ED-A7D19903D628,POI3056214,HUMANE SOCIETY YUKON/MAE BACHUR, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-633-6019, , , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2603,A8B99273-4F8F-4C1A-8919-017D8178BCCC,POI3056216,ESSENTIELLES (LES), ,302 STRICKLAND ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2K1, ,867-668-2636, , , ,ADD905393, ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-135.057376,60.722517,1,2, , , ,640.001,25,6,-135.057376000002,60.7225169998597
2604,1A7EAC77-0B79-41B0-8F10-8538E53C295F,POI3056218,WHITEHORSE MINOR HOCKEY ASSOCIATION, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-393-4698, , , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,711211,00000,00000,00000,86,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2605,4E1720C2-221E-4EC4-91CE-A4F933069D97,POI3056219,YUKON CURLING ASSOCIATION, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-668-7121, , , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2606,FEABA59F-8836-4A84-B405-43EFB1CD72AD,POI3056222,YUKON GEOGRAPHICAL PLACE NAMES BOARD, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-393-3982, , , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2607,2962E3B1-7A68-4BAD-9D95-AB2D1590F456,POI3056223,YUKON LUNG ASSN, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-668-6974, , , , , ,86410000,00000000,00000000,00000000,00000000,00000000,81341,00000,00000,00000,00000,86,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2608,355C6060-60FC-41B8-BF3A-B8391327F4A8,POI3056224,YUKON TOURISM EDUCATION, ,202 STRICKLAND ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2J8, ,867-667-4733, , , , , ,86410000,82990000,82490000,79990000,82440000,00000000,81341,61143,611519,71399,61141,86,I,-135.055314,60.722852,1,2, , , ,640.009,25,6,-135.055314000241,60.7228520000198
2609,29A6BA17-C7B1-4FF9-AA4F-F4B15D382C46,POI3056233,LONE WOLF AUTO TECH, ,237 B TLINGIT ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2Z1, ,867-633-3999, , , , , ,75390000,75380000,55210000,00000000,00000000,00000000,811118,811111,44112,00000,00000,75,I,-135.071308,60.743224,1,2, , , ,641.022,25,6,-135.071308000364,60.7432239996879
2610,38A9270E-CF54-4E34-BCC6-AE9425F07F4C,POI3056241,ED'S AUTO BODY SERVICE, ,9 POPLAR RD, ,WHITEHORSE,WHITEHORSE,YT,Y1A6C9, ,867-393-4478, , , ,ADD763276, ,75380000,00000000,00000000,00000000,00000000,00000000,811111,00000,00000,00000,00000,75,I,-135.157063,60.781983,1,2, , , ,706.88,25,6,-135.157062999758,60.7819830001154
2611,BD726513-6693-40CD-9A83-E0CDC81C9C9B,POI3056244,ACTION TOWING, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-667-6998, , , , , ,50930000,75490000,00000000,00000000,00000000,00000000,42193,48841,00000,00000,00000,50,F,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2612,1D582CB4-D97F-4369-9E3F-55E44511D578,POI3056246,BLACK SHEEP AVIATION, , , ,MAYO,MAYO,YT, , ,867-996-2324, , , , , ,82990000,73590000,00000000,00000000,00000000,00000000,611512,532411,00000,00000,00000,82,I,-135.896492,63.594262,8,2, , , ,518.002,-1,12,-135.896492000006,63.5942619995917
2613,B9F7C06D-D3B5-47A3-A55D-4B8DCCC887FC,POI3056247,EXTRA FOODS, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-668-4032, , , , , ,54610000,00000000,00000000,00000000,00000000,00000000,311811,00000,00000,00000,00000,54,G,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2614,4F64FBFD-7F08-4DB8-8691-27CCD4000DCD,POI3056251,TD BANK FINANCIAL GROUP - TD CANADA TRUST - BRANCHES, ,GENERAL DELIVERY, ,BEAVER CREEK,BEAVER CREEK,YT,Y0B1A0, ,867-862-7409, ,866-222-3456,http://www.tdcanadatrust.com, , ,60210000,00000000,00000000,00000000,00000000,00000000,52211,00000,00000,00000,00000,60,H,-140.875303,62.383753,8,2, , , ,662.007,-1,12,-140.875303000333,62.3837530003008
2615,DDD0BE92-CE39-4FA2-971C-C4D276497755,POI3056254,PORTER'S PLACE, ,1901 SYCAMORE ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A4A2, ,867-633-3299, , , , , ,58120000,00000000,00000000,00000000,00000000,00000000,72232,72211,00000,00000,00000,58,G,-135.144989,60.779835,5,2, , , ,699.685,100,12,-135.144988999643,60.7798349999853
2616,6A9E9BE1-63EA-4977-90A7-31D1AAD2A7B5,POI3056257,HENDRIK'S BARBER SHOP, ,4161 4 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1J5, ,867-456-2262, , , ,ADD773987, ,72410000,72310000,59990000,00000000,00000000,00000000,812111,812112,44612,00000,00000,72,I,-135.059285,60.723059,1,2, , , ,640.009,25,6,-135.059284999903,60.7230589996731
2617,59061844-D911-41AA-9214-86D82D55AD4F,POI3056260,SIDROCK INC, ,11 DENVER RD, ,WHITEHORSE,WHITEHORSE,YT,Y1A5S8, ,867-668-6639, , , , , ,15210000,32810000,00000000,00000000,00000000,00000000,23511,327991,00000,00000,00000,15,C,-134.995383,60.63476,1,2, , , ,724.438,25,6,-134.995383000125,60.6347599998742
2618,7C70D83A-8C10-460A-AA4B-1796D4CBA695,POI3056264,KUSTOM KUTS, ,404 OGILVIE ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2S4, ,867-633-3296, , , , , ,72310000,72990000,59990000,00000000,00000000,00000000,812112,812199,44612,00000,00000,72,I,-135.063483,60.725681,1,2, , , ,641.847,25,6,-135.06348300014,60.7256810000782
2619,1605B91C-E5E3-4309-BE8C-9686341F913C,POI3056266,SALON CENTRE YUKON, ,105 COPPER RD, ,WHITEHORSE,WHITEHORSE,YT,Y1A2Z7, ,867-633-4075, ,866-633-4075, , , ,50870000,00000000,00000000,00000000,00000000,00000000,42185,333319,00000,00000,00000,50,F,-135.080333,60.738063,1,2, , , ,656.349,25,6,-135.080333000168,60.7380630000075
2620,A97A6302-C3B6-4E08-9D67-73131B5CD3C7,POI3056268,CASEY'S BED & BREAKFAST, ,608 WOOD ST, ,WHITEHORSE,WHITEHORSE,YT,Y1A2G3, ,867-668-7481, , , , , ,70110000,00000000,00000000,00000000,00000000,00000000,721191,00000,00000,00000,00000,70,I,-135.062651,60.719778,1,2, , , ,640.004,25,6,-135.062651000443,60.7197780003545
2621,E8CA26C6-387C-421D-80BE-98AC682D4A54,POI3056269,COUNTRY CABIN BED & BREAKFAST, ,5.5 HOTSPRINGS RD, ,WHITEHORSE,WHITEHORSE,YT, , ,867-633-2117, , , , , ,70110000,00000000,00000000,00000000,00000000,00000000,721191,00000,00000,00000,00000,70,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2622,63BF39E8-78F1-4883-99F3-20148F777C63,POI3056270,COZY NEST BED & BREAKFAST, ,1175 ROBERT CAMPBELL HWY, ,"YUKON, UNORGANIZED","YUKON, UNORGANIZED",YT,Y0A1C0, ,867-536-2204, , , , , ,70110000,00000000,00000000,00000000,00000000,00000000,721191,00000,00000,00000,00000,70,I,-128.7528139,60.1092288,5,2, , , ,700.002,50,6,-128.752813857973,60.1092288118602
2623,8FD5B4F7-B252-4C61-B45D-17382BFABD86,POI3056271,AIRPORT B & B, ,303 AIRPORT RD, ,WATSON LAKE,ROSS RIVER,YT,Y0A1C0, ,867-536-2220, , , , , ,70110000,00000000,00000000,00000000,00000000,00000000,721191,00000,00000,00000,00000,70,I,-132.441793,61.972919,5,2, , , ,660.103,100,12,-132.441792999747,61.9729189997121
2624,9863C0C1-7EF3-48E7-9832-3CE226DF3D6D,POI3056275,NORTHSTAR BED & BREAKFAST, ,130 DAWSON DR, ,FARO,FARO,YT, , ,867-994-3434, , , , , ,70110000,00000000,00000000,00000000,00000000,00000000,721191,00000,00000,00000,00000,70,I,-133.360792,62.229416,4,2, , , ,692.536,100,5,-133.360791999951,62.2294160002483
2625,2630FEC7-0B8D-442C-9AC7-0526581B4BEA,POI3056284,BOTTOM LINE ACCOUNTING SERVICES, ,4078 4 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A4K8, ,867-667-7567, , , ,ADD966446, ,87210000,00000000,00000000,00000000,00000000,00000000,541219,00000,00000,00000,00000,87,I,-135.054612,60.716293,1,2, , , ,640.02,25,6,-135.054612000244,60.7162929997222
2626,E4745A29-BB4D-4873-898F-B1B7062A276D,POI3056285,NINA'S NUMBERS, ,9044 QUARTZ RD, ,WHITEHORSE,WHITEHORSE,YT,Y1A5L8, ,867-668-6237, , , , , ,87210000,72910000,00000000,00000000,00000000,00000000,541213,541219,00000,00000,00000,87,I,-135.079642194,60.7373793218,5,2, , , ,658.234,100,12,-135.079642194032,60.7373793218982
2627,E6DACA75-92FE-498B-9C01-1F9CFF8E924A,POI3056286,KZA DESIGN BUILD, ,1114 1 AVE, ,WHITEHORSE,WHITEHORSE,YT,Y1A1A3, ,867-633-6874, , , ,ADD963469, ,87110000,15410000,87480000,00000000,00000000,00000000,54133,23331,541618,00000,00000,87,I,-135.051154,60.720302,1,2, , , ,640.014,25,6,-135.051153999957,60.7203020002372
2628,CCDD59B9-033C-4745-A08F-38C66EC119B3,POI3056287,GISLER BUILDING CONSTRUCTION, ,PO BOX 459, ,WATSON LAKE,WATSON LAKE,YT,Y0A1C0, ,867-536-7552, , , , , ,15210000,00000000,00000000,00000000,00000000,00000000,23321,00000,00000,00000,00000,15,C,-128.710913,60.062806,8,2, , , ,701,-1,12,-128.710913000435,60.0628060002967
2629,CED4356C-F5E4-4DF3-ABA7-0943C3BB840C,POI3056294,YUKON PINE, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-393-3236, , , , , ,52110000,24210000,24520000,50630000,00000000,00000000,44411,321113,321992,44419,00000,52,G,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2630,C2631CCE-BDC3-4A33-BA75-09EF6362542C,POI3056298,TAKHINI TRANSPORT, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-456-2745, , , , , ,41110000,75190000,50120000,00000000,00000000,00000000,485113,53212,00000,00000,00000,41,E,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2631,0B3E3FDE-BE69-4004-BBE5-2465B0572C12,POI3056300,GOLDEN ARROW BUSES - D WALLACE GSA, , , ,PELLY CROSSING,PELLY CROSSING,YT, , ,867-537-3117, , ,http://www.goldenarrowtourbus.com, , ,75190000,00000000,00000000,00000000,00000000,00000000,53212,00000,00000,00000,00000,75,I,-136.568795,62.817979,8,2, , , ,465.433,-1,12,-136.568795000189,62.8179790004306
2632,03C5DE14-4DB6-4A3B-8B2C-3E9D99D195E2,POI3056304,ALPHA INTERIORS, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-633-3670, , , , , ,24340000,73890000,52110000,00000000,00000000,00000000,33711,54142,44419,00000,00000,24,D,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2633,B072F1E8-6F4B-4093-BF35-67377B3A1B85,POI3056307,FAS GAS, , , ,HAINES JUNCTION,HAINES JUNCTION,YT, , ,867-634-2505, , , , , ,70330000,00000000,00000000,00000000,00000000,00000000,721211,00000,00000,00000,00000,70,I,-137.511462,60.754932,8,2, , , ,611.004,-1,12,-137.511462000071,60.7549320000118
2634,0AFB5EB7-5757-406C-9C3C-E9137EB7C5F9,POI3056312,KOPPER KING SERVICES LTD, ,918.3 ALASKA HWY, ,WHITEHORSE,WHITEHORSE,YT, , ,867-668-2347, , , , , ,75420000,54110000,00000000,00000000,00000000,00000000,811192,44511,00000,00000,00000,75,I,-134.894204,60.599573,5,2, , , ,731.013,100,12,-134.894203999915,60.5995729995943
2635,35E419E4-2300-45BB-9F34-DC354AC8B116,POI3056317,CROSSOVER CARPET CLEANING, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-393-3777, , , , , ,72170000,00000000,00000000,00000000,00000000,00000000,56174,333319,00000,00000,00000,72,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
2636,DFF1ACBD-AB25-4FB6-9D97-523F3969CC56,POI3056322,LEMPHERS FAMILY DAY HOME, ,986 RANGE RD, ,WHITEHORSE,WHITEHORSE,YT,Y1A4V1, ,867-668-2310, , , ,ADD906377, ,83510000,00000000,00000000,00000000,00000000,00000000,62441,00000,00000,00000,00000,83,I,-135.089804,60.756908,2,2, , , ,673.634,25,6,-135.089803999855,60.756908000304
2637,CAD7338B-D3E5-4E4E-9CDD-E40066B44B93,POI3056324,NAKWAYE KU CHILD CARE SOCIETY, , , ,WHITEHORSE,WHITEHORSE,YT, , ,867-668-8860, , , , , ,83510000,00000000,00000000,00000000,00000000,00000000,62441,00000,00000,00000,00000,83,I,-135.05242,60.720926,8,2, , , ,640.014,-1,12,-135.052419999883,60.7209260002348
